iso3,country,employment_in_agriculture,year,indicator,indicator.label,note_source.label
UKR,Ukraine,19.7,2004,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,19.37,2005,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,17.6,2006,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,16.67,2007,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,15.84,2008,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,19.99,2009,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,20.18,2010,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,20.26,2011,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,19.76,2012,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,20.01,2013,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,14.77,2014,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,15.26,2015,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,15.6,2016,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UKR,Ukraine,15.41,2017,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
UZB,Uzbekistan,41.24,1995,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
UZB,Uzbekistan,40.94,1996,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
UZB,Uzbekistan,39.4,1998,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
UZB,Uzbekistan,38.5,1999,EMP_TAGR_NOC_RT,Share of agriculture in total employment (%),NA
